こどもの国,139.48666500000002,35.558
恩田,139.49218,35.54558
長津田,139.4941,35.53193
下高井戸,139.64156000000003,35.66585499999999
若林,139.65991,35.645925000000005
宮の坂,139.64492,35.64755
山下,139.64643714285714,35.654245714285715
世田谷,139.65084000000002,35.643495
松原,139.64189499999998,35.6602
松陰神社前,139.65499,35.643885
三軒茶屋,139.669185,35.644104999999996
上町,139.6463775,35.643600000000006
西太子堂,139.66635,35.64452
大井町,139.73401,35.60771666666667
戸越公園,139.71839,35.60893
下神明,139.72631,35.60871
二子玉川,139.626494,35.611515
北千束,139.69326999999998,35.60628
上野毛,139.63891333333333,35.61199
旗の台,139.70221,35.604929999999996
等々力,139.64796,35.60837
緑が丘,139.67915,35.606475
九品仏,139.66101,35.605375
大岡山,139.68485666666666,35.60707
自由が丘,139.66897,35.607395
中延,139.71255,35.605720000000005
尾山台,139.65412,35.606935
荏原町,139.707545,35.603809999999996
大崎広小路,139.722355,35.622305
五反田,139.7240666666667,35.62507
戸越銀座,139.715,35.61601
旗の台,139.703315,35.605135000000004
荏原中延,139.71203,35.609899999999996
雪が谷大塚,139.681125,35.591965
石川台,139.68509,35.59686
御嶽山,139.68242,35.58515333333333
長原,139.69797,35.60223
洗足池,139.690925,35.599675000000005
蓮沼,139.7086,35.563959999999994
久が原,139.68567000000002,35.579454999999996
池上,139.70284249999997,35.571945
蒲田,139.71459,35.56177
千鳥町,139.69142,35.573
渋谷,139.701035,35.65945
三軒茶屋,139.67115833333332,35.64334333333334
二子玉川,139.626494,35.611515
二子新地,139.6226833333333,35.60727333333333
駒沢大学,139.66096499999998,35.633035
梶が谷,139.6057175,35.593785
高津,139.617665,35.60346
用賀,139.63424666666666,35.62658
宮崎台,139.59085,35.587089999999996
池尻大橋,139.68471,35.65071
宮前平,139.582255,35.584959999999995
桜新町,139.64536666666666,35.6317
溝の口,139.61054,35.59977714285714
青葉台,139.5173,35.542855
つきみ野,139.45855666666668,35.51051666666667
市が尾,139.54126,35.551265
中央林間,139.445115,35.50781
長津田,139.494245,35.53183
たまプラーザ,139.55865,35.577405
あざみ野,139.55354666666668,35.56878
すずかけ台,139.48174749999998,35.5170975
田奈,139.5045925,35.5359225
藤が丘,139.52758,35.5434
鷺沼,139.573025,35.579612499999996
江田,139.55140999999998,35.558535
つくし野,139.48494,35.527065
南町田,139.47044,35.511515
多摩川,139.66876000000002,35.58941
代官山,139.70349,35.64825
中目黒,139.69892750000002,35.6441875
祐天寺,139.69074999999998,35.63717
自由が丘,139.66871250000003,35.6072975
学芸大学,139.68524,35.62877
多摩川,139.66868,35.589645000000004
都立大学,139.67644,35.617850000000004
渋谷,139.70258433333333,35.659098666666665
田園調布,139.667285,35.59729
反町,139.62535800000003,35.47421799999999
綱島,139.634795,35.536815000000004
元住吉,139.654715,35.565704999999994
大倉山,139.62982399999999,35.5225
武蔵小杉,139.65972666666667,35.575943333333335
横浜,139.62234999999998,35.466435000000004
日吉,139.64703,35.55399
菊名,139.63130666666666,35.510513333333336
新丸子,139.66194000000002,35.58046
東白楽,139.629525,35.4834
白楽,139.62792142857143,35.48950285714286
妙蓮寺,139.633305,35.498775
多摩川,139.66876000000002,35.58941
沼部,139.67317,35.58249
武蔵新田,139.692435,35.567755000000005
矢口渡,139.70033999999998,35.56245
鵜の木,139.68054999999998,35.575385
蒲田,139.71468000000002,35.56164999999999
下丸子,139.68549000000002,35.571325
目黒,139.71566,35.632485
田園調布,139.667285,35.59729
不動前,139.71315,35.62542333333334
洗足,139.69410499999998,35.61009
奥沢,139.67241,35.603944999999996
西小山,139.69871,35.615435000000005
武蔵小山,139.70447000000001,35.620509999999996
大岡山,139.68482666666668,35.6072
