伊東,139.092105,34.974835
来宮,139.06556999999998,35.09872
伊豆多賀,139.06691,35.05948333333333
宇佐美,139.079785,35.005635
網代,139.08106857142857,35.043510000000005
熱海,139.078078,35.10373
鴻野山,140.051685,36.666444999999996
滝,140.13824499999998,36.64857
烏山,140.1551,36.65041
仁井田,140.029625,36.657275
小塙,140.11664000000002,36.643105
大金,140.0957,36.656279999999995
下野花岡,140.00867499999998,36.649985
宝積寺,139.97952,36.631625
秋田,140.12949500000002,39.717299999999994
羽後牛島,140.1165,39.695859999999996
桂根,140.06640249999998,39.6475475
下浜,140.06452666666667,39.619683333333334
新屋,140.08774499999998,39.677437499999996
羽後本荘,140.05759999999998,39.38686
羽前大山,139.76797666666667,38.74213
東酒田,139.875265,38.907565000000005
酒田,139.845915,38.92221
折渡,140.09113000000002,39.476395
吹浦,139.87863666666667,39.070040000000006
岩城みなと,140.05487,39.546155
西袋,139.907715,38.81151
女鹿,139.88097,39.09875
南鳥海,139.89871499999998,38.98743
西目,140.01874500000002,39.34776
遊佐,139.905135,39.01599
金浦,139.92076666666665,39.25626666666667
羽後岩谷,140.08937,39.44162
羽前水沢,139.731545,38.71356
鶴岡,139.83539000000002,38.740095
羽後亀田,140.06302,39.493894999999995
象潟,139.9022725,39.20763
小砂川,139.88572,39.137600000000006
砂越,139.90733,38.895134999999996
仁賀保,139.96465999999998,39.28979666666667
上浜,139.9029,39.16469
本楯,139.88196333333332,38.968556666666665
藤島,139.89407,38.768635
余目,139.911315,38.844365
北余目,139.90812499999998,38.86754
道川,140.05707,39.560604999999995
月岡,139.27245666666667,37.88933666666667
間島,139.450255,38.273044999999996
岩船町,139.45968,38.183485000000005
村上,139.46331500000002,38.21988
加治,139.358555,37.976510000000005
あつみ温泉,139.5879075,38.624249999999996
小岩川,139.56596666666667,38.59041
中浦,139.3027625,37.912197500000005
平木田,139.42791666666668,38.094390000000004
越後早川,139.449945,38.316379999999995
越後寒川,139.49005,38.448765
小波渡,139.64968,38.692415
金塚,139.37955499999998,38.020300000000006
水原,139.21719249999998,37.83656
神山,139.244845,37.86287
五十川,139.616095,38.67064
三瀬,139.67340000000002,38.6994575
今川,139.46838,38.410145
平林,139.459025,38.150095
鼠ヶ関,139.54880666666668,38.555589999999995
勝木,139.51747,38.490269999999995
京ヶ瀬,139.178475,37.817625
府屋,139.53043250000002,38.5134775
桑川,139.458795,38.37518
中条,139.39800000000002,38.04989
新津,139.12121,37.8003
新発田,139.33497666666668,37.94385333333333
坂町,139.44583666666665,38.11928666666667
柏崎,138.55642,37.363555
岩室,138.879995,37.721424999999996
越後赤塚,138.908175,37.816
分水,138.839395,37.629165
小島谷,138.771345,37.57456
東柏崎,138.56591400000002,37.374048
白山,139.030046,37.911836
内野,138.9368825,37.858487499999995
刈羽,138.61965,37.429995
吉田,138.878565,37.687125
小木ノ城,138.70421666666667,37.515629999999994
新潟大学前,138.954575,37.869185
西中通,138.592825,37.392545
巻,138.88959499999999,37.756985
妙法寺,138.74211000000003,37.566445
青山,139.000875,37.89857000000001
越後曽根,138.911095,37.793495
北吉田,138.88222,37.702005
西山,138.64182499999998,37.448265
関屋,139.015155,37.906135
礼拝,138.66356000000002,37.459
寺尾,138.97394999999997,37.879196666666665
内野西が丘,138.926725,37.84614
荒浜,138.60195,37.40473
小針,138.991125,37.8895
粟生津,138.8735,37.65397
寺泊,138.81446499999998,37.62027
石地,138.68826,37.484125
南吉田,138.871045,37.671975
桐原,138.79251200000002,37.601772
出雲崎,138.71625,37.531825
新潟,139.06124666666668,37.91223
川部,140.52161,40.64707
青森,140.73465,40.83032
大館,140.55578500000001,40.28808
東能代,140.065725,40.191575
追分,140.057815,39.809960000000004
大張野,140.27414,39.663574999999994
大鰐温泉,140.56702333333334,40.52155333333334
下川沿,140.49663666666666,40.27635333333333
石川,140.53076,40.556135
大釈迦,140.587825,40.75667
弘前,140.48481333333334,40.60021666666666
碇ヶ関,140.622415,40.479020000000006
富根,140.17266,40.21798
大久保,140.06305,39.870905
北金岡,140.06345,40.141835
秋田,140.12949500000002,39.717299999999994
羽後境,140.32056,39.619195000000005
糠沢,140.397495,40.250685
羽後飯塚,140.07338,39.898965
鶴ヶ坂,140.635145,40.79117
鷹ノ巣,140.36966999999999,40.2322025
陣場,140.60763500000002,40.399015
上飯島,140.06844999999998,39.779335
鯉川,140.07754,39.996345000000005
森岳,140.07081,40.103215000000006
四ツ小屋,140.14489500000002,39.66193
八郎潟,140.07852,39.947829999999996
秋田,140.12975,39.71755
和田,140.218755,39.650875
浪岡,140.58095,40.71044
二ツ井,140.235655,40.212495000000004
白沢,140.59171,40.33812
長峰,140.60311000000002,40.516075
鶴形,140.11856999999998,40.203920000000004
撫牛子,140.497815,40.62153
前山,140.3124466666667,40.214769999999994
早口,140.447465,40.27133
井川さくら,140.07598000000002,39.911665
鹿渡,140.0826,40.044645
土崎,140.07344999999998,39.758905
北常盤,140.54373,40.670609999999996
津軽新城,140.671495,40.82781
津軽湯の沢,140.63231,40.44212
新青森,140.693365,40.827555000000004
大曲,140.47954,39.46586
横手,140.56043499999998,39.31028
新庄,140.306105,38.762515
南新庄,140.31620999999998,38.72154666666666
福島,140.45962500000002,37.754310000000004
福島,140.45860333333334,37.753710000000005
高畠,140.15281,37.992335
村山,140.38642,38.4771
三関,140.4838,39.110195
神宮寺,140.425835,39.49541
かみのやま温泉,140.27845000000002,38.151905
大滝,140.32018,38.971465
芦沢,140.36106,38.655465
峰吉川,140.323035,39.566736666666664
漆山,140.34766666666667,38.31433
及位,140.361185,38.99296
大沢,140.20035,37.83731
下湯沢,140.502535,39.19733
羽前豊里,140.2423,38.836755
袖崎,140.391355,38.54827
羽前千歳,140.34214,38.287375
茂吉記念館前,140.29827,38.17136
大石田,140.375385,38.59582
舟形,140.31610666666666,38.69171333333333
真室川,140.254865,38.858305
庭坂,140.38983000000002,37.77155
峠,140.23591249999998,37.81198
峠,140.2358066666667,37.81214666666667
